id,newcode,newcode2,delete,ValLabNum,ValLabel,var2000_1,var2000_2,var2001_1,var2001_2,var2002_1,var2002_2,var2003_1,var2003_2,var2004_1,var2004_2,var2005_1,,,,,
95,marstat2,marstat,,3,Divorced or separated,,Q11aMari_Sep2000,Q11aMari_Feb2001,Q11aMari_Sep2001,Q11aMari_Feb2002,Q11aMari_Sep2002,Q11aMari_Mar2003,Q11aMari_Sep2003,Q11aMari,,,,,,,
95,marstat2,marstat,,4,Never married,,Q11aMari_Sep2000,Q11aMari_Feb2001,Q11aMari_Sep2001,Q11aMari_Feb2002,Q11aMari_Sep2002,Q11aMari_Mar2003,Q11aMari_Sep2003,Q11aMari,,,,,,,
95,marstat2,marstat,,9,Unspecified,,Q11aMari_Sep2000,Q11aMari_Feb2001,Q11aMari_Sep2001,Q11aMari_Feb2002,Q11aMari_Sep2002,Q11aMari_Mar2003,Q11aMari_Sep2003,Q11aMari,,,,,,,
97,FetchWtrHrs,fetchwtrhrs,,88,Not applicable,,Q112HrsW_Sep2000,Q112HrsW_Feb2001,Q112HrsW_Sep2001,Q112HrsW_Feb2002,Q112HrsW_Sep2002,Q112HrsW_Mar2003,Q115HrsW_Sep2003,Q112HrsW,Q115HrsW,Q112HrsW,,,,,
97,FetchWtrHrs,fetchwtrhrs,,99,Unspecified,,Q112HrsW_Sep2000,Q112HrsW_Feb2001,Q112HrsW_Sep2001,Q112HrsW_Feb2002,Q112HrsW_Sep2002,Q112HrsW_Mar2003,Q115HrsW_Sep2003,Q112HrsW,Q115HrsW,Q112HrsW,,,,,
98,FetchWoodHrs,fetchwdhrs,,88,Not applicable,,Q114HrsD_Sep2000,Q114HrsD_Feb2001,Q114HrsD_Sep2001,Q114HrsD_Feb2002,Q114HrsD_Sep2002,Q114HrsD_Mar2003,Q117HrsD_Sep2003,Q114HrsD,Q117HrsDd,Q114HrsD,,,,,
98,FetchWoodHrs,fetchwdhrs,,99,Unspecified,,Q114HrsD_Sep2000,Q114HrsD_Feb2001,Q114HrsD_Sep2001,Q114HrsD_Feb2002,Q114HrsD_Sep2002,Q114HrsD_Mar2003,Q117HrsD_Sep2003,Q114HrsD,Q117HrsDd,Q114HrsD,,,,,
99,MedAid,medcoverage,,1,Yes,Q417cMed_Feb2000,Q61Medic_Sep2000,Q417cMed_Feb2001,Q417cMed_Sep2001,Q116MED_Feb2002,Q417cMed_Sep2002,Q116Medi_Mar2003,Q417cMed_Sep2003,Q417cMed,Q417cMed,,,,,,
99,MedAid,medcoverage,,2,No,Q417cMed_Feb2000,Q61Medic_Sep2000,Q417cMed_Feb2001,Q417cMed_Sep2001,Q116MED_Feb2002,Q417cMed_Sep2002,Q116Medi_Mar2003,Q417cMed_Sep2003,Q417cMed,Q417cMed,,,,,,
99,MedAid,medcoverage,,3,Don't know,Q417cMed_Feb2000,Q61Medic_Sep2000,Q417cMed_Feb2001,Q417cMed_Sep2001,Q116MED_Feb2002,Q417cMed_Sep2002,Q116Medi_Mar2003,Q417cMed_Sep2003,Q417cMed,Q417cMed,,,,,,
99,MedAid,medcoverage,,9,Unspecified,Q417cMed_Feb2000,Q61Medic_Sep2000,Q417cMed_Feb2001,Q417cMed_Sep2001,Q116MED_Feb2002,Q417cMed_Sep2002,Q116Medi_Mar2003,Q417cMed_Sep2003,Q417cMed,Q417cMed,,,,,,
100,IncOldAgePension,incpension,,1,Yes,,Q62GovPe_Sep2000,,,,,,,,,,,,,,
100,IncOldAgePension,incpension,,2,No,,Q62GovPe_Sep2000,,,,,,,,,,,,,,
100,IncOldAgePension,incpension,,3,Don't know,,Q62GovPe_Sep2000,,,,,,,,,,,,,,
100,IncOldAgePension,incpension,,9,Unspecified,,Q62GovPe_Sep2000,,,,,,,,,,,,,,
101,IncPensionPriv,incpensionpriv,,1,Yes,,Q63WorkP_Sep2000,,,,,,,,,,,,,,
101,IncPensionPriv,incpensionpriv,,2,No,,Q63WorkP_Sep2000,,,,,,,,,,,,,,
101,IncPensionPriv,incpensionpriv,,3,Don't know,,Q63WorkP_Sep2000,,,,,,,,,,,,,,
101,IncPensionPriv,incpensionpriv,,9,Unspecified,,Q63WorkP_Sep2000,,,,,,,,,,,,,,
102,IncDisabGrant,incdisabgrnt,,1,Yes,,Q64Disab_Sep2000,,,,,,,,,,,,,,
102,IncDisabGrant,incdisabgrnt,,2,No,,Q64Disab_Sep2000,,,,,,,,,,,,,,
102,IncDisabGrant,incdisabgrnt,,3,Don't know,,Q64Disab_Sep2000,,,,,,,,,,,,,,
102,IncDisabGrant,incdisabgrnt,,9,Unspecified,,Q64Disab_Sep2000,,,,,,,,,,,,,,
103,IncCompFund,inccompfund,,1,Yes,,Q65Compn_Sep2000,,,,,,,,,,,,,,
103,IncCompFund,inccompfund,,2,No,,Q65Compn_Sep2000,,,,,,,,,,,,,,
103,IncCompFund,inccompfund,,3,Don't know,,Q65Compn_Sep2000,,,,,,,,,,,,,,
103,IncCompFund,inccompfund,,9,Unspecified,,Q65Compn_Sep2000,,,,,,,,,,,,,,
104,IncStateMaint,inctstmaint,,1,Yes,,Q66Maint_Sep2000,,,,,,,,,,,,,,
104,IncStateMaint,inctstmaint,,2,No,,Q66Maint_Sep2000,,,,,,,,,,,,,,
104,IncStateMaint,inctstmaint,,3,Don't know,,Q66Maint_Sep2000,,,,,,,,,,,,,,
104,IncStateMaint,inctstmaint,,9,Unspecified,,Q66Maint_Sep2000,,,,,,,,,,,,,,
105,IncPrivMaiint,incprivmaint,,1,Yes,,Q67PteMa_Sep2000,,,,,,,,,,,,,,
105,IncPrivMaiint,incprivmaint,,2,No,,Q67PteMa_Sep2000,,,,,,,,,,,,,,
105,IncPrivMaiint,incprivmaint,,3,Don't know,,Q67PteMa_Sep2000,,,,,,,,,,,,,,
105,IncPrivMaiint,incprivmaint,,9,Unspecified,,Q67PteMa_Sep2000,,,,,,,,,,,,,,
106,IncCareDepGrnt,incdepgrnt,,1,Yes,,Q68CareD_Sep2000,,,,,,,,,,,,,,
106,IncCareDepGrnt,incdepgrnt,,2,No,,Q68CareD_Sep2000,,,,,,,,,,,,,,
106,IncCareDepGrnt,incdepgrnt,,3,Don't know,,Q68CareD_Sep2000,,,,,,,,,,,,,,
106,IncCareDepGrnt,incdepgrnt,,9,Unspecified,,Q68CareD_Sep2000,,,,,,,,,,,,,,
107,IncFosterCareGrnt,incfostcrgrnt,,1,Yes,,Q69Foste_Sep2000,,,,,,,,,,,,,,
107,IncFosterCareGrnt,incfostcrgrnt,,2,No,,Q69Foste_Sep2000,,,,,,,,,,,,,,
107,IncFosterCareGrnt,incfostcrgrnt,,3,Don't know,,Q69Foste_Sep2000,,,,,,,,,,,,,,
107,IncFosterCareGrnt,incfostcrgrnt,,9,Unspecified,,Q69Foste_Sep2000,,,,,,,,,,,,,,
108,IncUIF,incUIF,,1,Yes,,Q610UIF_Sep2000,,,,,,,,,,,,,,
108,IncUIF,incUIF,,2,No,,Q610UIF_Sep2000,,,,,,,,,,,,,,
108,IncUIF,incUIF,,3,Don't know,,Q610UIF_Sep2000,,,,,,,,,,,,,,
108,IncUIF,incUIF,,9,Unspecified,,Q610UIF_Sep2000,,,,,,,,,,,,,,
109,IncRemit,incremit,,1,Yes,,Q611NonH_Sep2000,,,,,,,,,,,,,,
109,IncRemit,incremit,,2,No,,Q611NonH_Sep2000,,,,,,,,,,,,,,
109,IncRemit,incremit,,3,Don't know,,Q611NonH_Sep2000,,,,,,,,,,,,,,
109,IncRemit,incremit,,9,Unspecified,,Q611NonH_Sep2000,,,,,,,,,,,,,,
110,IncGratuities,incgrat,,1,Yes,,Q612Grat_Sep2000,,,,,,,,,,,,,,
110,IncGratuities,incgrat,,2,No,,Q612Grat_Sep2000,,,,,,,,,,,,,,
110,IncGratuities,incgrat,,3,Don't know,,Q612Grat_Sep2000,,,,,,,,,,,,,,
110,IncGratuities,incgrat,,9,Unspecified,,Q612Grat_Sep2000,,,,,,,,,,,,,,
111,IncOther,incother,,1,Yes,,Q613aOth_Sep2000,,,,,,,,,,,,,,
111,IncOther,incother,,2,No,,Q613aOth_Sep2000,,,,,,,,,,,,,,
111,IncOther,incother,,3,Don't know,,Q613aOth_Sep2000,,,,,,,,,,,,,,
111,IncOther,incother,,9,Unspecified,,Q613aOth_Sep2000,,,,,,,,,,,,,,
112,Respond,inperson,,1,Yes,Q20Respo_Feb2000,Q20SelfR_Sep2000,Q20SelfR_Feb2001,Q20SelfR_Sep2001,Q20SelfR_Feb2002,Q20SelfR_Sep2002,Q20SelfR_Mar2003,Q20SelfR_Sep2003,Q20SelfR,Q20SelfR,Q20SelfR,,,,,
112,Respond,inperson,,2,No,Q20Respo_Feb2000,Q20SelfR_Sep2000,Q20SelfR_Feb2001,Q20SelfR_Sep2001,Q20SelfR_Feb2002,Q20SelfR_Sep2002,Q20SelfR_Mar2003,Q20SelfR_Sep2003,Q20SelfR,Q20SelfR,Q20SelfR,,,,,
112,Respond,inperson,,9,Unspecified,Q20Respo_Feb2000,Q20SelfR_Sep2000,Q20SelfR_Feb2001,Q20SelfR_Sep2001,Q20SelfR_Feb2002,Q20SelfR_Sep2002,Q20SelfR_Mar2003,Q20SelfR_Sep2003,Q20SelfR,Q20SelfR,Q20SelfR,,,,,
113,LstWeekOwnBus,lstwkownbusiness,,1,Yes,Q21aOwnB_Feb2000,Q21aOwnB_Sep2000,Q21aOwnB_Feb2001,Q21aOwnB_Sep2001,Q21aOwnB_Feb2002,Q21aOwnB_Sep2002,Q21aOwnB_Mar2003,Q21aOwnB_Sep2003,Q21aOwnB,Q21aOwnB,Q21aOwnB,,,,,
113,LstWeekOwnBus,lstwkownbusiness,,2,No,Q21aOwnB_Feb2000,Q21aOwnB_Sep2000,Q21aOwnB_Feb2001,Q21aOwnB_Sep2001,Q21aOwnB_Feb2002,Q21aOwnB_Sep2002,Q21aOwnB_Mar2003,Q21aOwnB_Sep2003,Q21aOwnB,Q21aOwnB,Q21aOwnB,,,,,
113,LstWeekOwnBus,lstwkownbusiness,,9,Unspecified,Q21aOwnB_Feb2000,Q21aOwnB_Sep2000,Q21aOwnB_Feb2001,Q21aOwnB_Sep2001,Q21aOwnB_Feb2002,Q21aOwnB_Sep2002,Q21aOwnB_Mar2003,Q21aOwnB_Sep2003,Q21aOwnB,Q21aOwnB,Q21aOwnB,,,,,
114,LstWeekPaidWork,lstwkpaidwork,,1,Yes,Q21bPaid_Feb2000,Q21bPaid_Sep2000,Q21bPaid_Feb2001,Q21bPaid_Sep2001,Q21bPaid_Feb2002,Q21bPaid_Sep2002,Q21bPaid_Mar2003,Q21bPaid_Sep2003,Q21bPaid,Q21bPaid,Q21bPaid,,,,,
114,LstWeekPaidWork,lstwkpaidwork,,2,No,Q21bPaid_Feb2000,Q21bPaid_Sep2000,Q21bPaid_Feb2001,Q21bPaid_Sep2001,Q21bPaid_Feb2002,Q21bPaid_Sep2002,Q21bPaid_Mar2003,Q21bPaid_Sep2003,Q21bPaid,Q21bPaid,Q21bPaid,,,,,
114,LstWeekPaidWork,lstwkpaidwork,,9,Unspecified,Q21bPaid_Feb2000,Q21bPaid_Sep2000,Q21bPaid_Feb2001,Q21bPaid_Sep2001,Q21bPaid_Feb2002,Q21bPaid_Sep2002,Q21bPaid_Mar2003,Q21bPaid_Sep2003,Q21bPaid,Q21bPaid,Q21bPaid,,,,,
115,LstWeekDomWkr,lstwkdomwork,,1,Yes,Q21cDome_Feb2000,Q21cDome_Sep2000,Q21cDome_Feb2001,Q21cDome_Sep2001,Q21cDome_Feb2002,Q21cDome_Sep2002,Q21cDome_Mar2003,Q21cDome_Sep2003,Q21cDome,Q21cDome,Q21cDome,,,,,
115,LstWeekDomWkr,lstwkdomwork,,2,No,Q21cDome_Feb2000,Q21cDome_Sep2000,Q21cDome_Feb2001,Q21cDome_Sep2001,Q21cDome_Feb2002,Q21cDome_Sep2002,Q21cDome_Mar2003,Q21cDome_Sep2003,Q21cDome,Q21cDome,Q21cDome,,,,,
115,LstWeekDomWkr,lstwkdomwork,,9,Unspecified,Q21cDome_Feb2000,Q21cDome_Sep2000,Q21cDome_Feb2001,Q21cDome_Sep2001,Q21cDome_Feb2002,Q21cDome_Sep2002,Q21cDome_Mar2003,Q21cDome_Sep2003,Q21cDome,Q21cDome,Q21cDome,,,,,
116,LstWeekUnpaid,lstwkunpaidhelp,,1,Yes,Q21dUnPa_Feb2000,Q21dUnPa_Sep2000,Q21dUnPa_Feb2001,Q21dUnPd_Sep2001,Q21dUnPd_Feb2002,Q21dUnPd_Sep2002,Q21dUnPd_Mar2003,Q21dUnPd_Sep2003,Q21dUnPd,Q21dUnPd,Q21dUnPd,,,,,
116,LstWeekUnpaid,lstwkunpaidhelp,,2,No,Q21dUnPa_Feb2000,Q21dUnPa_Sep2000,Q21dUnPa_Feb2001,Q21dUnPd_Sep2001,Q21dUnPd_Feb2002,Q21dUnPd_Sep2002,Q21dUnPd_Mar2003,Q21dUnPd_Sep2003,Q21dUnPd,Q21dUnPd,Q21dUnPd,,,,,
116,LstWeekUnpaid,lstwkunpaidhelp,,9,Unspecified,Q21dUnPa_Feb2000,Q21dUnPa_Sep2000,Q21dUnPa_Feb2001,Q21dUnPd_Sep2001,Q21dUnPd_Feb2002,Q21dUnPd_Sep2002,Q21dUnPd_Mar2003,Q21dUnPd_Sep2003,Q21dUnPd,Q21dUnPd,Q21dUnPd,,,,,
117,LstWeekFamPlot,lstwkfamplot,,1,Yes,Q21eFarm_Feb2000,Q21eFarm_Sep2000,Q21eFarm_Feb2001,Q21eFarm_Sep2001,Q21eFarm_Feb2002,Q21eFarm_Sep2002,Q21eFarm_Mar2003,Q21eFarm_Sep2003,Q21eFarm,Q21eFarm,Q21eFarm,,,,,
117,LstWeekFamPlot,lstwkfamplot,,2,No,Q21eFarm_Feb2000,Q21eFarm_Sep2000,Q21eFarm_Feb2001,Q21eFarm_Sep2001,Q21eFarm_Feb2002,Q21eFarm_Sep2002,Q21eFarm_Mar2003,Q21eFarm_Sep2003,Q21eFarm,Q21eFarm,Q21eFarm,,,,,
117,LstWeekFamPlot,lstwkfamplot,,9,Unspecified,Q21eFarm_Feb2000,Q21eFarm_Sep2000,Q21eFarm_Feb2001,Q21eFarm_Sep2001,Q21eFarm_Feb2002,Q21eFarm_Sep2002,Q21eFarm_Mar2003,Q21eFarm_Sep2003,Q21eFarm,Q21eFarm,Q21eFarm,,,,,
118,LstWeekConHome,lstwkrepairhome,,1,Yes,Q21fCons_Feb2000,Q21fCons_Sep2000,Q21fCons_Feb2001,Q21fCons_Sep2001,Q21fCons_Feb2002,Q21fCons_Sep2002,Q21fCons_Mar2003,Q21fCons_Sep2003,Q21fCons,Q21fCons,Q21fCons,,,,,
118,LstWeekConHome,lstwkrepairhome,,2,No,Q21fCons_Feb2000,Q21fCons_Sep2000,Q21fCons_Feb2001,Q21fCons_Sep2001,Q21fCons_Feb2002,Q21fCons_Sep2002,Q21fCons_Mar2003,Q21fCons_Sep2003,Q21fCons,Q21fCons,Q21fCons,,,,,
118,LstWeekConHome,lstwkrepairhome,,9,Unspecified,Q21fCons_Feb2000,Q21fCons_Sep2000,Q21fCons_Feb2001,Q21fCons_Sep2001,Q21fCons_Feb2002,Q21fCons_Sep2002,Q21fCons_Mar2003,Q21fCons_Sep2003,Q21fCons,Q21fCons,Q21fCons,,,,,
119,LstWeekFish,lstwkfish,,1,Yes,Q21gCtch_Feb2000,Q21gCtch_Sep2000,Q21gCtch_Feb2001,Q21gCtch_Sep2001,Q21gCtch_Feb2002,Q21gCtch_Sep2002,Q21gCtch_Mar2003,Q21gCtch_Sep2003,Q21gCtch,Q21gCtch,Q21gCtch,,,,,
119,LstWeekFish,lstwkfish,,2,No,Q21gCtch_Feb2000,Q21gCtch_Sep2000,Q21gCtch_Feb2001,Q21gCtch_Sep2001,Q21gCtch_Feb2002,Q21gCtch_Sep2002,Q21gCtch_Mar2003,Q21gCtch_Sep2003,Q21gCtch,Q21gCtch,Q21gCtch,,,,,
119,LstWeekFish,lstwkfish,,9,Unspecified,Q21gCtch_Feb2000,Q21gCtch_Sep2000,Q21gCtch_Feb2001,Q21gCtch_Sep2001,Q21gCtch_Feb2002,Q21gCtch_Sep2002,Q21gCtch_Mar2003,Q21gCtch_Sep2003,Q21gCtch,Q21gCtch,Q21gCtch,,,,,
120,LstWeekBeg,lstwkbeg,,1,Yes,Q21hBeg_Feb2000,Q21hBeg_Sep2000,Q21hBeg_Feb2001,Q21hBeg_Sep2001,Q21hBeg_Feb2002,Q21hBeg_Sep2002,Q21hBeg_Mar2003,Q21hBeg_Sep2003,Q21hBeg,Q21hBeg,Q21hBeg,,,,,
120,LstWeekBeg,lstwkbeg,,2,No,Q21hBeg_Feb2000,Q21hBeg_Sep2000,Q21hBeg_Feb2001,Q21hBeg_Sep2001,Q21hBeg_Feb2002,Q21hBeg_Sep2002,Q21hBeg_Mar2003,Q21hBeg_Sep2003,Q21hBeg,Q21hBeg,Q21hBeg,,,,,
120,LstWeekBeg,lstwkbeg,,9,Unspecified,Q21hBeg_Feb2000,Q21hBeg_Sep2000,Q21hBeg_Feb2001,Q21hBeg_Sep2001,Q21hBeg_Feb2002,Q21hBeg_Sep2002,Q21hBeg_Mar2003,Q21hBeg_Sep2003,Q21hBeg,Q21hBeg,Q21hBeg,,,,,
121,HaveJobDidntWork,havejobdidntwork,,1,Yes,Q22HaveW_Feb2000,Q22HaveW_Sep2000,Q22HaveW_Feb2001,Q22HaveW_Sep2001,Q22HaveW_Feb2002,Q22HaveW_Sep2002,Q22HaveW_Mar2003,Q22HaveW_Sep2003,Q22HaveW,Q22HaveW,Q22HaveW,,,,,
121,HaveJobDidntWork,havejobdidntwork,,2,No,Q22HaveW_Feb2000,Q22HaveW_Sep2000,Q22HaveW_Feb2001,Q22HaveW_Sep2001,Q22HaveW_Feb2002,Q22HaveW_Sep2002,Q22HaveW_Mar2003,Q22HaveW_Sep2003,Q22HaveW,Q22HaveW,Q22HaveW,,,,,
121,HaveJobDidntWork,havejobdidntwork,,8,Not applicable,Q22HaveW_Feb2000,Q22HaveW_Sep2000,Q22HaveW_Feb2001,Q22HaveW_Sep2001,Q22HaveW_Feb2002,Q22HaveW_Sep2002,Q22HaveW_Mar2003,Q22HaveW_Sep2003,Q22HaveW,Q22HaveW,Q22HaveW,,,,,
121,HaveJobDidntWork,havejobdidntwork,,9,Unspecified,Q22HaveW_Feb2000,Q22HaveW_Sep2000,Q22HaveW_Feb2001,Q22HaveW_Sep2001,Q22HaveW_Feb2002,Q22HaveW_Sep2002,Q22HaveW_Mar2003,Q22HaveW_Sep2003,Q22HaveW,Q22HaveW,Q22HaveW,,,,,
122,WhyAbsent,whyabsent,,1,Own illness or injury,Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,2,Caring for family or others (except maternity/paternity leave),Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,3,Maternity or paternity leave,Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,4,"Other family/community obligations (funerals, meetings)",Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,5,Strike/stay-away/lockout,Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,6,Problems with transport,Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,7,Bad weather,Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,8,"Vacation, leave",Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,9,Study or training leave,Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,10,Unrest (violence),Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,11,Temporarily laid off/reduction in economic activity,Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,12,Other,Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,88,Not applicable,Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
122,WhyAbsent,whyabsent,,99,Unspecified,Q23Absnt_Feb2000,Q23RsnAb_Sep2000,Q24RsnaB_Feb2001,Q23RsnaB_Sep2001,Q23RsnaB_Feb2002,Q23RsnAb_Sep2002,Q23RsnAb_Mar2003,Q23Mainr_Sep2003,Q23rsnab,Q23Mainr,Q23Rsnab,,,,,
123,WhenStartWork,plantostartwork,,1,Within a week,Q24Start_Feb2000,Q24Start_Sep2000,Q25Start_Feb2001,Q24Start_Sep2001,Q24Start_Feb2002,Q24Start_Sep2002,Q24Start_Mar2003,Q24Start_Sep2003,Q24Start,Q24Start,Q24Start,,,,,
123,WhenStartWork,plantostartwork,,2,Within two weeks,Q24Start_Feb2000,Q24Start_Sep2000,Q25Start_Feb2001,Q24Start_Sep2001,Q24Start_Feb2002,Q24Start_Sep2002,Q24Start_Mar2003,Q24Start_Sep2003,Q24Start,Q24Start,Q24Start,,,,,
123,WhenStartWork,plantostartwork,,3,Within four weeks,Q24Start_Feb2000,Q24Start_Sep2000,Q25Start_Feb2001,Q24Start_Sep2001,Q24Start_Feb2002,Q24Start_Sep2002,Q24Start_Mar2003,Q24Start_Sep2003,Q24Start,Q24Start,Q24Start,,,,,
123,WhenStartWork,plantostartwork,,4,Later than four weeks from now,Q24Start_Feb2000,Q24Start_Sep2000,Q25Start_Feb2001,Q24Start_Sep2001,Q24Start_Feb2002,Q24Start_Sep2002,Q24Start_Mar2003,Q24Start_Sep2003,Q24Start,Q24Start,Q24Start,,,,,
123,WhenStartWork,plantostartwork,,5,Don’t know,Q24Start_Feb2000,Q24Start_Sep2000,Q25Start_Feb2001,Q24Start_Sep2001,Q24Start_Feb2002,Q24Start_Sep2002,Q24Start_Mar2003,Q24Start_Sep2003,Q24Start,Q24Start,Q24Start,,,,,
123,WhenStartWork,plantostartwork,,8,Not applicable,Q24Start_Feb2000,Q24Start_Sep2000,Q25Start_Feb2001,Q24Start_Sep2001,Q24Start_Feb2002,Q24Start_Sep2002,Q24Start_Mar2003,Q24Start_Sep2003,Q24Start,Q24Start,Q24Start,,,,,
123,WhenStartWork,plantostartwork,,9,Unspecified,Q24Start_Feb2000,Q24Start_Sep2000,Q25Start_Feb2001,Q24Start_Sep2001,Q24Start_Feb2002,Q24Start_Sep2002,Q24Start_Mar2003,Q24Start_Sep2003,Q24Start,Q24Start,Q24Start,,,,,
124,WhyNotWork,whynotwork1,,1,"Has found a job, but is only starting at a definite date in the future",Q31YnotW_Feb2000,Q31YnotW_Sep2000,Q31YnotW_Feb2001,Q31YnotW_Sep2001,Q31YnotW_Feb2002,,,,,,,,,,,
124,WhyNotWork,whynotwork1,,2,Lack of skills or qualifications for available jobs,Q31YnotW_Feb2000,Q31YnotW_Sep2000,Q31YnotW_Feb2001,Q31YnotW_Sep2001,Q31YnotW_Feb2002,,,,,,,,,,,
124,WhyNotWork,whynotwork1,,3,"Scholar or student, prefers not to work",Q31YnotW_Feb2000,Q31YnotW_Sep2000,Q31YnotW_Feb2001,Q31YnotW_Sep2001,Q31YnotW_Feb2002,,,,,,,,,,,
124,WhyNotWork,whynotwork1,,4,"Housewife/homemaker, prefers not to work",Q31YnotW_Feb2000,Q31YnotW_Sep2000,Q31YnotW_Feb2001,Q31YnotW_Sep2001,Q31YnotW_Feb2002,,,,,,,,,,,
124,WhyNotWork,whynotwork1,,5,Retired and prefers not to seek formal work,Q31YnotW_Feb2000,Q31YnotW_Sep2000,Q31YnotW_Feb2001,Q31YnotW_Sep2001,Q31YnotW_Feb2002,,,,,,,,,,,
124,WhyNotWork,whynotwork1,,6,"Illness, invalid, disabled or unable to work (handicapped)",Q31YnotW_Feb2000,Q31YnotW_Sep2000,Q31YnotW_Feb2001,Q31YnotW_Sep2001,Q31YnotW_Feb2002,,,,,,,,,,,
124,WhyNotWork,whynotwork1,,7,Too young or too old to work,Q31YnotW_Feb2000,Q31YnotW_Sep2000,Q31YnotW_Feb2001,Q31YnotW_Sep2001,Q31YnotW_Feb2002,,,,,,,,,,,
124,WhyNotWork,whynotwork1,,8,"Seasonal worker, e.g. fruit picker, wool-shearer",Q31YnotW_Feb2000,Q31YnotW_Sep2000,Q31YnotW_Feb2001,Q31YnotW_Sep2001,Q31YnotW_Feb2002,,,,,,,,,,,
124,WhyNotWork,whynotwork1,,9,"Cannot find suitable work (salary, location, conditions not satisfactory)",Q31YnotW_Feb2000,Q31YnotW_Sep2000,Q31YnotW_Feb2001,Q31YnotW_Sep2001,Q31YnotW_Feb2002,,,,,,,,,,,
